"id" "judgmentDate" "year" "id" "name1" "name2" "divisionid"
"243" 36965 "2014-02-13" 2014 36965 "Bożena Rządzińska" "Bogdan Jachowicz" 1018
"244" 36965 "2014-02-13" 2014 36965 "Bożena Rządzińska" "Zofia Szcześniewicz" 1018
"245" 36965 "2014-02-13" 2014 36965 "Zofia Szcześniewicz" "Bogdan Jachowicz" 1018
"246" 36965 "2014-02-13" 2014 36965 "Zofia Szcześniewicz" "Bożena Rządzińska" 1018
"247" 36975 "2014-02-10" 2014 36975 "Bogdan Jachowicz" "Bożena Rządzińska" 1018
"248" 36975 "2014-02-10" 2014 36975 "Bogdan Jachowicz" "Sławomir Zieliński" 1018
"249" 36975 "2014-02-10" 2014 36975 "Bożena Rządzińska" "Bogdan Jachowicz" 1018
"250" 36975 "2014-02-10" 2014 36975 "Bożena Rządzińska" "Sławomir Zieliński" 1018
"251" 36975 "2014-02-10" 2014 36975 "Sławomir Zieliński" "Bogdan Jachowicz" 1018
"252" 36975 "2014-02-10" 2014 36975 "Sławomir Zieliński" "Bożena Rządzińska" 1018
"253" 36976 "2014-02-11" 2014 36976 "Jacek Kępa" "Krzysztof Turbiński" 1018
"254" 36976 "2014-02-11" 2014 36976 "Jacek Kępa" "Wojciech Borten" 1018
"255" 36976 "2014-02-11" 2014 36976 "Krzysztof Turbiński" "Jacek Kępa" 1018
"256" 36976 "2014-02-11" 2014 36976 "Krzysztof Turbiński" "Wojciech Borten" 1018
"257" 36976 "2014-02-11" 2014 36976 "Wojciech Borten" "Jacek Kępa" 1018
"258" 36976 "2014-02-11" 2014 36976 "Wojciech Borten" "Krzysztof Turbiński" 1018
"259" 36982 "2014-02-17" 2014 36982 "Elżbieta Gawryszczak" "Jacek Kępa" 1018
"260" 36982 "2014-02-17" 2014 36982 "Elżbieta Gawryszczak" "Wojciech Borten" 1018
"261" 36982 "2014-02-17" 2014 36982 "Jacek Kępa" "Elżbieta Gawryszczak" 1018
"262" 36982 "2014-02-17" 2014 36982 "Jacek Kępa" "Wojciech Borten" 1018
"263" 36982 "2014-02-17" 2014 36982 "Wojciech Borten" "Elżbieta Gawryszczak" 1018
"264" 36982 "2014-02-17" 2014 36982 "Wojciech Borten" "Jacek Kępa" 1018
"265" 37023 "2014-02-11" 2014 37023 "Karol Kotyński" "Monika Pawłowska-Radzimierska" 1022
"266" 37023 "2014-02-11" 2014 37023 "Monika Pawłowska-Radzimierska" "Karol Kotyński" 1022
"267" 37025 "2014-02-17" 2014 37025 "Anna Rodak" "Karol Kotyński" 1022
"268" 37025 "2014-02-17" 2014 37025 "Anna Rodak" "Monika Pawłowska-Radzimierska" 1022
